region	chr	midPos	Nsites
(38993,39492)(39000,39499)(39000,39500)	Mt	39250	501	0.024204
(39093,39592)(39100,39599)(39100,39600)	Mt	39350	501	0.024525
(39193,39692)(39200,39699)(39200,39700)	Mt	39450	501	0.024169
(39293,39792)(39300,39799)(39300,39800)	Mt	39550	501	0.025254
(39393,39892)(39400,39899)(39400,39900)	Mt	39650	501	0.027622
(39493,39992)(39500,39999)(39500,40000)	Mt	39750	501	0.028673
(39593,40092)(39600,40099)(39600,40100)	Mt	39850	501	0.031429
(39693,40192)(39700,40199)(39700,40200)	Mt	39950	501	0.029533
(39793,40292)(39800,40299)(39800,40300)	Mt	40050	501	0.029892
(39893,40392)(39900,40399)(39900,40400)	Mt	40150	501	0.026956
(39993,40492)(40000,40499)(40000,40500)	Mt	40250	501	0.024912
(40093,40592)(40100,40599)(40100,40600)	Mt	40350	501	0.024676
(40193,40692)(40200,40699)(40200,40700)	Mt	40450	501	0.025644
(40293,40792)(40300,40799)(40300,40800)	Mt	40550	501	0.023879
(40393,40892)(40400,40899)(40400,40900)	Mt	40650	501	0.027963
(40493,40992)(40500,40999)(40500,41000)	Mt	40750	501	0.031808
(40593,41092)(40600,41099)(40600,41100)	Mt	40850	501	0.028781
(40693,41192)(40700,41199)(40700,41200)	Mt	40950	501	0.030843
(40793,41292)(40800,41299)(40800,41300)	Mt	41050	501	0.032310
(40893,41392)(40900,41399)(40900,41400)	Mt	41150	501	0.029824
(40993,41492)(41000,41499)(41000,41500)	Mt	41250	501	0.025349
(41093,41592)(41100,41599)(41100,41600)	Mt	41350	501	0.026448
(41193,41692)(41200,41699)(41200,41700)	Mt	41450	501	0.026394
(41293,41792)(41300,41799)(41300,41800)	Mt	41550	501	0.025747
(41393,41892)(41400,41899)(41400,41900)	Mt	41650	501	0.027186
(41493,41992)(41500,41999)(41500,42000)	Mt	41750	501	0.027140
(41593,42092)(41600,42099)(41600,42100)	Mt	41850	501	0.027368
(41693,42192)(41700,42199)(41700,42200)	Mt	41950	501	0.022991
(41793,42292)(41800,42299)(41800,42300)	Mt	42050	501	0.022999
(41893,42392)(41900,42399)(41900,42400)	Mt	42150	501	0.021823
(41993,42492)(42000,42499)(42000,42500)	Mt	42250	501	0.023356
(42093,42592)(42100,42599)(42100,42600)	Mt	42350	501	0.021725
(42193,42692)(42200,42699)(42200,42700)	Mt	42450	501	0.022989
(42293,42792)(42300,42799)(42300,42800)	Mt	42550	501	0.022791
(42393,42892)(42400,42899)(42400,42900)	Mt	42650	501	0.022161
(42493,42992)(42500,42999)(42500,43000)	Mt	42750	501	0.020582
(42593,43092)(42600,43099)(42600,43100)	Mt	42850	501	0.021352
(42693,43192)(42700,43199)(42700,43200)	Mt	42950	501	0.023290
(42793,43292)(42800,43299)(42800,43300)	Mt	43050	501	0.022709
(42893,43392)(42900,43399)(42900,43400)	Mt	43150	501	0.019970
(42993,43492)(43000,43499)(43000,43500)	Mt	43250	501	0.030313
(43093,43592)(43100,43599)(43100,43600)	Mt	43350	501	0.051852
(43193,43692)(43200,43699)(43200,43700)	Mt	43450	501	0.052167
(43293,43792)(43300,43799)(43300,43800)	Mt	43550	501	0.056327
(43393,43892)(43400,43899)(43400,43900)	Mt	43650	501	0.056709
(43493,43992)(43500,43999)(43500,44000)	Mt	43750	501	0.056899
(43593,44092)(43600,44099)(43600,44100)	Mt	43850	501	0.056559
(43693,44192)(43700,44199)(43700,44200)	Mt	43950	501	0.056534
(43793,44292)(43800,44299)(43800,44300)	Mt	44050	501	0.051489
(43893,44392)(43900,44399)(43900,44400)	Mt	44150	501	0.045683
(43993,44492)(44000,44499)(44000,44500)	Mt	44250	501	0.047987
(44093,44592)(44100,44599)(44100,44600)	Mt	44350	501	0.052948
(44193,44692)(44200,44699)(44200,44700)	Mt	44450	501	0.053836
(44293,44792)(44300,44799)(44300,44800)	Mt	44550	501	0.054752
(44393,44892)(44400,44899)(44400,44900)	Mt	44650	501	0.056214
(44493,44992)(44500,44999)(44500,45000)	Mt	44750	501	0.055785
(44593,45092)(44600,45099)(44600,45100)	Mt	44850	501	0.055320
(44693,45192)(44700,45199)(44700,45200)	Mt	44950	501	0.055045
(44793,45292)(44800,45299)(44800,45300)	Mt	45050	501	0.055800
(44893,45392)(44900,45399)(44900,45400)	Mt	45150	501	0.054132
(44993,45492)(45000,45499)(45000,45500)	Mt	45250	501	0.053389
(45093,45592)(45100,45599)(45100,45600)	Mt	45350	501	0.053602
(45193,45692)(45200,45699)(45200,45700)	Mt	45450	501	0.055841
(45293,45792)(45300,45799)(45300,45800)	Mt	45550	501	0.054054
(45393,45892)(45400,45899)(45400,45900)	Mt	45650	501	0.055013
(45493,45992)(45500,45999)(45500,46000)	Mt	45750	501	0.055015
(45593,46092)(45600,46099)(45600,46100)	Mt	45850	501	0.052490
(45693,46192)(45700,46199)(45700,46200)	Mt	45950	501	0.052431
(45793,46292)(45800,46299)(45800,46300)	Mt	46050	501	0.053170
(45893,46392)(45900,46399)(45900,46400)	Mt	46150	501	0.054235
(45993,46492)(46000,46499)(46000,46500)	Mt	46250	501	0.054603
(46093,46592)(46100,46599)(46100,46600)	Mt	46350	501	0.054320
(46193,46692)(46200,46699)(46200,46700)	Mt	46450	501	0.052322
(46293,46792)(46300,46799)(46300,46800)	Mt	46550	501	0.051288
(46393,46892)(46400,46899)(46400,46900)	Mt	46650	501	0.047755
(46493,46992)(46500,46999)(46500,47000)	Mt	46750	501	0.049010
(46593,47092)(46600,47099)(46600,47100)	Mt	46850	501	0.049191
(46693,47192)(46700,47199)(46700,47200)	Mt	46950	501	0.048069
(46793,47292)(46800,47299)(46800,47300)	Mt	47050	501	0.050276
(46893,47392)(46900,47399)(46900,47400)	Mt	47150	501	0.053767
(46993,47492)(47000,47499)(47000,47500)	Mt	47250	501	0.054739
(47093,47592)(47100,47599)(47100,47600)	Mt	47350	501	0.054137
(47193,47692)(47200,47699)(47200,47700)	Mt	47450	501	0.059365
(47293,47792)(47300,47799)(47300,47800)	Mt	47550	501	0.060426
(47393,47892)(47400,47899)(47400,47900)	Mt	47650	501	0.059147
(47493,47992)(47500,47999)(47500,48000)	Mt	47750	501	0.059060
(47593,48092)(47600,48099)(47600,48100)	Mt	47850	501	0.059763
(47693,48192)(47700,48199)(47700,48200)	Mt	47950	501	0.054798
(47793,48292)(47800,48299)(47800,48300)	Mt	48050	501	0.052840
(47893,48392)(47900,48399)(47900,48400)	Mt	48150	501	0.052477
(47993,48492)(48000,48499)(48000,48500)	Mt	48250	501	0.049916
(48093,48592)(48100,48599)(48100,48600)	Mt	48350	501	0.052316
(48193,48692)(48200,48699)(48200,48700)	Mt	48450	501	0.054358
(48293,48792)(48300,48799)(48300,48800)	Mt	48550	501	0.053093
(48393,48892)(48400,48899)(48400,48900)	Mt	48650	501	0.055619
(48493,48992)(48500,48999)(48500,49000)	Mt	48750	501	0.056244
(48593,49092)(48600,49099)(48600,49100)	Mt	48850	501	0.058227
(48693,49192)(48700,49199)(48700,49200)	Mt	48950	501	0.057267
(48793,49292)(48800,49299)(48800,49300)	Mt	49050	501	0.057135
(48893,49392)(48900,49399)(48900,49400)	Mt	49150	501	0.053983
(48993,49492)(49000,49499)(49000,49500)	Mt	49250	501	0.055285
(49093,49592)(49100,49599)(49100,49600)	Mt	49350	501	0.050704
(49193,49692)(49200,49699)(49200,49700)	Mt	49450	501	0.049634
(49293,49792)(49300,49799)(49300,49800)	Mt	49550	501	0.050919
(49393,49892)(49400,49899)(49400,49900)	Mt	49650	501	0.052683
(49493,49992)(49500,49999)(49500,50000)	Mt	49750	501	0.051964
(49593,50092)(49600,50099)(49600,50100)	Mt	49850	501	0.055213
(49693,50192)(49700,50199)(49700,50200)	Mt	49950	501	0.056105
(49793,50292)(49800,50299)(49800,50300)	Mt	50050	501	0.059141
(49893,50392)(49900,50399)(49900,50400)	Mt	50150	501	0.058821
(49993,50492)(50000,50499)(50000,50500)	Mt	50250	501	0.058470
(50093,50592)(50100,50599)(50100,50600)	Mt	50350	501	0.055479
(50193,50692)(50200,50699)(50200,50700)	Mt	50450	501	0.054714
(50293,50792)(50300,50799)(50300,50800)	Mt	50550	501	0.052050
(50393,50892)(50400,50899)(50400,50900)	Mt	50650	501	0.052581
(50493,50992)(50500,50999)(50500,51000)	Mt	50750	501	0.053445
(50593,51092)(50600,51099)(50600,51100)	Mt	50850	501	0.053877
(50693,51192)(50700,51199)(50700,51200)	Mt	50950	501	0.053488
(50793,51292)(50800,51299)(50800,51300)	Mt	51050	501	0.051270
(50893,51392)(50900,51399)(50900,51400)	Mt	51150	501	0.051071
(50993,51492)(51000,51499)(51000,51500)	Mt	51250	501	0.050868
(51093,51592)(51100,51599)(51100,51600)	Mt	51350	501	0.050176
(51193,51692)(51200,51699)(51200,51700)	Mt	51450	501	0.050435
(51293,51792)(51300,51799)(51300,51800)	Mt	51550	501	0.051085
(51393,51892)(51400,51899)(51400,51900)	Mt	51650	501	0.050253
(51493,51992)(51500,51999)(51500,52000)	Mt	51750	501	0.052758
(51593,52092)(51600,52099)(51600,52100)	Mt	51850	501	0.054498
(51693,52192)(51700,52199)(51700,52200)	Mt	51950	501	0.054766
(51793,52292)(51800,52299)(51800,52300)	Mt	52050	501	0.058535
(51893,52392)(51900,52399)(51900,52400)	Mt	52150	501	0.058519
(51993,52492)(52000,52499)(52000,52500)	Mt	52250	501	0.056265
(52093,52592)(52100,52599)(52100,52600)	Mt	52350	501	0.055047
(52193,52692)(52200,52699)(52200,52700)	Mt	52450	501	0.058249
(52293,52792)(52300,52799)(52300,52800)	Mt	52550	501	0.053754
(52393,52892)(52400,52899)(52400,52900)	Mt	52650	501	0.052890
(52493,52992)(52500,52999)(52500,53000)	Mt	52750	501	0.054540
(52593,53092)(52600,53099)(52600,53100)	Mt	52850	501	0.054046
(52693,53192)(52700,53199)(52700,53200)	Mt	52950	501	0.047974
(52793,53292)(52800,53299)(52800,53300)	Mt	53050	501	0.052637
(52893,53392)(52900,53399)(52900,53400)	Mt	53150	501	0.054557
(52993,53492)(53000,53499)(53000,53500)	Mt	53250	501	0.053081
(53093,53592)(53100,53599)(53100,53600)	Mt	53350	501	0.052882
(53193,53692)(53200,53699)(53200,53700)	Mt	53450	501	0.056135
(53293,53792)(53300,53799)(53300,53800)	Mt	53550	501	0.055928
(53393,53892)(53400,53899)(53400,53900)	Mt	53650	501	0.054608
(53493,53992)(53500,53999)(53500,54000)	Mt	53750	501	0.054463
(53593,54092)(53600,54099)(53600,54100)	Mt	53850	501	0.054635
(53693,54192)(53700,54199)(53700,54200)	Mt	53950	501	0.052997
(53793,54292)(53800,54299)(53800,54300)	Mt	54050	501	0.050013
(53893,54392)(53900,54399)(53900,54400)	Mt	54150	501	0.055172
(53993,54492)(54000,54499)(54000,54500)	Mt	54250	501	0.058051
(54093,54592)(54100,54599)(54100,54600)	Mt	54350	501	0.057738
(54193,54692)(54200,54699)(54200,54700)	Mt	54450	501	0.057811
(54293,54792)(54300,54799)(54300,54800)	Mt	54550	501	0.056998
(54393,54892)(54400,54899)(54400,54900)	Mt	54650	501	0.054757
(54493,54992)(54500,54999)(54500,55000)	Mt	54750	501	0.054439
(54593,55092)(54600,55099)(54600,55100)	Mt	54850	501	0.055521
(54693,55192)(54700,55199)(54700,55200)	Mt	54950	501	0.053329
(54793,55292)(54800,55299)(54800,55300)	Mt	55050	501	0.053541
(54893,55392)(54900,55399)(54900,55400)	Mt	55150	501	0.051650
(54993,55492)(55000,55499)(55000,55500)	Mt	55250	501	0.047574
(55093,55592)(55100,55599)(55100,55600)	Mt	55350	501	0.046496
(55193,55692)(55200,55699)(55200,55700)	Mt	55450	501	0.046776
(55293,55792)(55300,55799)(55300,55800)	Mt	55550	501	0.052858
(55393,55892)(55400,55899)(55400,55900)	Mt	55650	501	0.053765
(55493,55992)(55500,55999)(55500,56000)	Mt	55750	501	0.056581
(55593,56092)(55600,56099)(55600,56100)	Mt	55850	501	0.056111
(55693,56192)(55700,56199)(55700,56200)	Mt	55950	501	0.058122
(55793,56292)(55800,56299)(55800,56300)	Mt	56050	501	0.056379
(55893,56392)(55900,56399)(55900,56400)	Mt	56150	501	0.056459
(55993,56492)(56000,56499)(56000,56500)	Mt	56250	501	0.054606
(56093,56592)(56100,56599)(56100,56600)	Mt	56350	501	0.054487
(56193,56692)(56200,56699)(56200,56700)	Mt	56450	501	0.051338
(56293,56792)(56300,56799)(56300,56800)	Mt	56550	501	0.052929
(56393,56892)(56400,56899)(56400,56900)	Mt	56650	501	0.052016
(56493,56992)(56500,56999)(56500,57000)	Mt	56750	501	0.051927
(56593,57092)(56600,57099)(56600,57100)	Mt	56850	501	0.054525
(56693,57192)(56700,57199)(56700,57200)	Mt	56950	501	0.058575
(56793,57292)(56800,57299)(56800,57300)	Mt	57050	501	0.058882
(56893,57392)(56900,57399)(56900,57400)	Mt	57150	501	0.060886
(56993,57492)(57000,57499)(57000,57500)	Mt	57250	501	0.061659
(57093,57592)(57100,57599)(57100,57600)	Mt	57350	501	0.060862
(57193,57692)(57200,57699)(57200,57700)	Mt	57450	501	0.057749
(57293,57792)(57300,57799)(57300,57800)	Mt	57550	501	0.056731
(57393,57892)(57400,57899)(57400,57900)	Mt	57650	501	0.057583
(57493,57992)(57500,57999)(57500,58000)	Mt	57750	501	0.055370
(57593,58092)(57600,58099)(57600,58100)	Mt	57850	501	0.056195
(57693,58192)(57700,58199)(57700,58200)	Mt	57950	501	0.057268
(57793,58292)(57800,58299)(57800,58300)	Mt	58050	501	0.057126
(57893,58392)(57900,58399)(57900,58400)	Mt	58150	501	0.055501
(57993,58492)(58000,58499)(58000,58500)	Mt	58250	501	0.055701
(58093,58592)(58100,58599)(58100,58600)	Mt	58350	501	0.057550
(58193,58692)(58200,58699)(58200,58700)	Mt	58450	501	0.056724
(58293,58792)(58300,58799)(58300,58800)	Mt	58550	501	0.052561
(58393,58892)(58400,58899)(58400,58900)	Mt	58650	501	0.034289
(58493,58992)(58500,58999)(58500,59000)	Mt	58750	501	0.022165
(58593,59092)(58600,59099)(58600,59100)	Mt	58850	501	0.016027
(58693,59192)(58700,59199)(58700,59200)	Mt	58950	501	0.019491
(58793,59292)(58800,59299)(58800,59300)	Mt	59050	501	0.018827
(58893,59392)(58900,59399)(58900,59400)	Mt	59150	501	0.017777
(58993,59492)(59000,59499)(59000,59500)	Mt	59250	501	0.019250
(59093,59592)(59100,59599)(59100,59600)	Mt	59350	501	0.020948
(59193,59692)(59200,59699)(59200,59700)	Mt	59450	501	0.021380
(59293,59792)(59300,59799)(59300,59800)	Mt	59550	501	0.021569
(59393,59892)(59400,59899)(59400,59900)	Mt	59650	501	0.024367
(59493,59992)(59500,59999)(59500,60000)	Mt	59750	501	0.029131
(59593,60092)(59600,60099)(59600,60100)	Mt	59850	501	0.031007
(59693,60192)(59700,60199)(59700,60200)	Mt	59950	501	0.032932
(59793,60292)(59800,60299)(59800,60300)	Mt	60050	501	0.037028
(59893,60392)(59900,60399)(59900,60400)	Mt	60150	501	0.035658
(59993,60492)(60000,60499)(60000,60500)	Mt	60250	501	0.032402
(60093,60592)(60100,60599)(60100,60600)	Mt	60350	501	0.031801
(60193,60692)(60200,60699)(60200,60700)	Mt	60450	501	0.029688
(60293,60792)(60300,60799)(60300,60800)	Mt	60550	501	0.030075
(60393,60892)(60400,60899)(60400,60900)	Mt	60650	501	0.029836
(60493,60992)(60500,60999)(60500,61000)	Mt	60750	501	0.027276
(60593,61092)(60600,61099)(60600,61100)	Mt	60850	501	0.025398
(60693,61192)(60700,61199)(60700,61200)	Mt	60950	501	0.026044
(60793,61292)(60800,61299)(60800,61300)	Mt	61050	501	0.021277
(60893,61392)(60900,61399)(60900,61400)	Mt	61150	501	0.021073
(60993,61492)(61000,61499)(61000,61500)	Mt	61250	501	0.023497
(61093,61592)(61100,61599)(61100,61600)	Mt	61350	501	0.024255
(61193,61692)(61200,61699)(61200,61700)	Mt	61450	501	0.024663
(61293,61792)(61300,61799)(61300,61800)	Mt	61550	501	0.027524
(61393,61892)(61400,61899)(61400,61900)	Mt	61650	501	0.026803
(61493,61992)(61500,61999)(61500,62000)	Mt	61750	501	0.026615
(61593,62092)(61600,62099)(61600,62100)	Mt	61850	501	0.024639
(61693,62192)(61700,62199)(61700,62200)	Mt	61950	501	0.024277
(61793,62292)(61800,62299)(61800,62300)	Mt	62050	501	0.023581
(61893,62392)(61900,62399)(61900,62400)	Mt	62150	501	0.027225
(61993,62492)(62000,62499)(62000,62500)	Mt	62250	501	0.027746
(62093,62592)(62100,62599)(62100,62600)	Mt	62350	501	0.031093
(62193,62692)(62200,62699)(62200,62700)	Mt	62450	501	0.030687
(62293,62792)(62300,62799)(62300,62800)	Mt	62550	501	0.029041
(62393,62892)(62400,62899)(62400,62900)	Mt	62650	501	0.025046
(62493,62992)(62500,62999)(62500,63000)	Mt	62750	501	0.023358
(62593,63092)(62600,63099)(62600,63100)	Mt	62850	501	0.023564
(62693,63192)(62700,63199)(62700,63200)	Mt	62950	501	0.024217
(62793,63292)(62800,63299)(62800,63300)	Mt	63050	501	0.029695
(62893,63392)(62900,63399)(62900,63400)	Mt	63150	501	0.033993
(62993,63492)(63000,63499)(63000,63500)	Mt	63250	501	0.033600
(63093,63592)(63100,63599)(63100,63600)	Mt	63350	501	0.034068
(63193,63692)(63200,63699)(63200,63700)	Mt	63450	501	0.034272
(63293,63792)(63300,63799)(63300,63800)	Mt	63550	501	0.028365
(63393,63892)(63400,63899)(63400,63900)	Mt	63650	501	0.024040
(63493,63992)(63500,63999)(63500,64000)	Mt	63750	501	0.021840
(63593,64092)(63600,64099)(63600,64100)	Mt	63850	501	0.018846
(63693,64192)(63700,64199)(63700,64200)	Mt	63950	501	0.016405
(63793,64292)(63800,64299)(63800,64300)	Mt	64050	501	0.016464
(63893,64392)(63900,64399)(63900,64400)	Mt	64150	501	0.016675
(63993,64492)(64000,64499)(64000,64500)	Mt	64250	501	0.019270
(64093,64592)(64100,64599)(64100,64600)	Mt	64350	501	0.022473
(64193,64692)(64200,64699)(64200,64700)	Mt	64450	501	0.023096
(64293,64792)(64300,64799)(64300,64800)	Mt	64550	501	0.049133
(64393,64892)(64400,64899)(64400,64900)	Mt	64650	501	0.050809
(64493,64992)(64500,64999)(64500,65000)	Mt	64750	501	0.050946
(64593,65092)(64600,65099)(64600,65100)	Mt	64850	501	0.050841
(64693,65192)(64700,65199)(64700,65200)	Mt	64950	501	0.051287
(64793,65292)(64800,65299)(64800,65300)	Mt	65050	501	0.051638
(64893,65392)(64900,65399)(64900,65400)	Mt	65150	501	0.051582
(64993,65492)(65000,65499)(65000,65500)	Mt	65250	501	0.051311
(65093,65592)(65100,65599)(65100,65600)	Mt	65350	501	0.050311
(65193,65692)(65200,65699)(65200,65700)	Mt	65450	501	0.050624
(65293,65792)(65300,65799)(65300,65800)	Mt	65550	501	0.050034
(65393,65892)(65400,65899)(65400,65900)	Mt	65650	501	0.053292
(65493,65992)(65500,65999)(65500,66000)	Mt	65750	501	0.056037
(65593,66092)(65600,66099)(65600,66100)	Mt	65850	501	0.056996
(65693,66192)(65700,66199)(65700,66200)	Mt	65950	501	0.055635
(65793,66292)(65800,66299)(65800,66300)	Mt	66050	501	0.056483
(65893,66392)(65900,66399)(65900,66400)	Mt	66150	501	0.053846
(65993,66492)(66000,66499)(66000,66500)	Mt	66250	501	0.051252
(66093,66592)(66100,66599)(66100,66600)	Mt	66350	501	0.055127
(66193,66692)(66200,66699)(66200,66700)	Mt	66450	501	0.055080
(66293,66792)(66300,66799)(66300,66800)	Mt	66550	501	0.054932
(66393,66892)(66400,66899)(66400,66900)	Mt	66650	501	0.055056
(66493,66992)(66500,66999)(66500,67000)	Mt	66750	501	0.053879
(66593,67092)(66600,67099)(66600,67100)	Mt	66850	501	0.048120
(66693,67192)(66700,67199)(66700,67200)	Mt	66950	501	0.048542
(66793,67292)(66800,67299)(66800,67300)	Mt	67050	501	0.050760
(66893,67392)(66900,67399)(66900,67400)	Mt	67150	501	0.051367
(66993,67492)(67000,67499)(67000,67500)	Mt	67250	501	0.050707
(67093,67592)(67100,67599)(67100,67600)	Mt	67350	501	0.056190
(67193,67692)(67200,67699)(67200,67700)	Mt	67450	501	0.056591
(67293,67792)(67300,67799)(67300,67800)	Mt	67550	501	0.054491
(67393,67892)(67400,67899)(67400,67900)	Mt	67650	501	0.057621
(67493,67992)(67500,67999)(67500,68000)	Mt	67750	501	0.057204
(67593,68092)(67600,68099)(67600,68100)	Mt	67850	501	0.052837
(67693,68192)(67700,68199)(67700,68200)	Mt	67950	501	0.054787
(67793,68292)(67800,68299)(67800,68300)	Mt	68050	501	0.056150
(67893,68392)(67900,68399)(67900,68400)	Mt	68150	501	0.053160
(67993,68492)(68000,68499)(68000,68500)	Mt	68250	501	0.053553
(68093,68592)(68100,68599)(68100,68600)	Mt	68350	501	0.055863
(68193,68692)(68200,68699)(68200,68700)	Mt	68450	501	0.053895
(68293,68792)(68300,68799)(68300,68800)	Mt	68550	501	0.053534
(68393,68892)(68400,68899)(68400,68900)	Mt	68650	501	0.055139
(68493,68992)(68500,68999)(68500,69000)	Mt	68750	501	0.056499
(68593,69092)(68600,69099)(68600,69100)	Mt	68850	501	0.055042
(68693,69192)(68700,69199)(68700,69200)	Mt	68950	501	0.057924
(68793,69292)(68800,69299)(68800,69300)	Mt	69050	501	0.058366
(68893,69392)(68900,69399)(68900,69400)	Mt	69150	501	0.057165
(68993,69492)(69000,69499)(69000,69500)	Mt	69250	501	0.056066
(69093,69592)(69100,69599)(69100,69600)	Mt	69350	501	0.057379
(69193,69692)(69200,69699)(69200,69700)	Mt	69450	501	0.056590
(69293,69792)(69300,69799)(69300,69800)	Mt	69550	501	0.055442
(69393,69892)(69400,69899)(69400,69900)	Mt	69650	501	0.055481
(69493,69992)(69500,69999)(69500,70000)	Mt	69750	501	0.055330
(69593,70092)(69600,70099)(69600,70100)	Mt	69850	501	0.053047
(69693,70192)(69700,70199)(69700,70200)	Mt	69950	501	0.050650
(69793,70292)(69800,70299)(69800,70300)	Mt	70050	501	0.053985
(69893,70392)(69900,70399)(69900,70400)	Mt	70150	501	0.055644
(69993,70492)(70000,70499)(70000,70500)	Mt	70250	501	0.057943
(70093,70592)(70100,70599)(70100,70600)	Mt	70350	501	0.057729
(70193,70692)(70200,70699)(70200,70700)	Mt	70450	501	0.057177
(70293,70792)(70300,70799)(70300,70800)	Mt	70550	501	0.054068
(70393,70892)(70400,70899)(70400,70900)	Mt	70650	501	0.052892
(70493,70992)(70500,70999)(70500,71000)	Mt	70750	501	0.048162
(70593,71092)(70600,71099)(70600,71100)	Mt	70850	501	0.048069
(70693,71192)(70700,71199)(70700,71200)	Mt	70950	501	0.047827
(70793,71292)(70800,71299)(70800,71300)	Mt	71050	501	0.047488
(70893,71392)(70900,71399)(70900,71400)	Mt	71150	501	0.048556
(70993,71492)(71000,71499)(71000,71500)	Mt	71250	501	0.051725
(71093,71592)(71100,71599)(71100,71600)	Mt	71350	501	0.052477
(71193,71692)(71200,71699)(71200,71700)	Mt	71450	501	0.054038
(71293,71792)(71300,71799)(71300,71800)	Mt	71550	501	0.053584
(71393,71892)(71400,71899)(71400,71900)	Mt	71650	501	0.052721
(71493,71992)(71500,71999)(71500,72000)	Mt	71750	501	0.053888
(71593,72092)(71600,72099)(71600,72100)	Mt	71850	501	0.054484
(71693,72192)(71700,72199)(71700,72200)	Mt	71950	501	0.056033
(71793,72292)(71800,72299)(71800,72300)	Mt	72050	501	0.056340
(71893,72392)(71900,72399)(71900,72400)	Mt	72150	501	0.055153
(71993,72492)(72000,72499)(72000,72500)	Mt	72250	501	0.051823
(72093,72592)(72100,72599)(72100,72600)	Mt	72350	501	0.052159
(72193,72692)(72200,72699)(72200,72700)	Mt	72450	501	0.049105
(72293,72792)(72300,72799)(72300,72800)	Mt	72550	501	0.048947
(72393,72892)(72400,72899)(72400,72900)	Mt	72650	501	0.053836
(72493,72992)(72500,72999)(72500,73000)	Mt	72750	501	0.055119
(72593,73092)(72600,73099)(72600,73100)	Mt	72850	501	0.054337
(72693,73192)(72700,73199)(72700,73200)	Mt	72950	501	0.054019
(72793,73292)(72800,73299)(72800,73300)	Mt	73050	501	0.053766
(72893,73392)(72900,73399)(72900,73400)	Mt	73150	501	0.049259
(72993,73492)(73000,73499)(73000,73500)	Mt	73250	501	0.050028
(73093,73592)(73100,73599)(73100,73600)	Mt	73350	501	0.050224
(73193,73692)(73200,73699)(73200,73700)	Mt	73450	501	0.049999
(73293,73792)(73300,73799)(73300,73800)	Mt	73550	501	0.051336
(73393,73892)(73400,73899)(73400,73900)	Mt	73650	501	0.053003
(73493,73992)(73500,73999)(73500,74000)	Mt	73750	501	0.052832
(73593,74092)(73600,74099)(73600,74100)	Mt	73850	501	0.052421
(73693,74192)(73700,74199)(73700,74200)	Mt	73950	501	0.052560
(73793,74292)(73800,74299)(73800,74300)	Mt	74050	501	0.051748
